"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2006,"Divorciado(a)",51,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",3
2006,"Casado(a)",42,"Outra","Não se aplica","Fortemente republicano","Protestante","Luterana, não sabe qual",1
2006,"Casado(a)",54,"Branca","US$ 25000 ou mais","Independente","Protestante","Outras batistas",NA
2006,"Divorciado(a)",45,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",1
2006,"Casado(a)",40,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",0
2006,"Casado(a)",60,"Branca","US$ 3000 - 3999","Independente","Nenhuma","Não se aplica",4
2006,"Casado(a)",60,"Branca","Se negou a responder","Independente","Outra","Não se aplica",NA
2006,"Divorciado(a)",56,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Igreja luterana dos EUA",NA
2006,"Casado(a)",53,"Branca","Se negou a responder","Independente","Protestante","Batistas do sul",NA
2006,"Divorciado(a)",42,"Branca","Sem resposta","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",33,"Branca","US$ 1000 - 2999","Não fortemente repubicano","Protestante","Batista, não sabe qual",3
2006,"Casado(a)",57,"Branca","Se negou a responder","Independente, inclinação democrata","Protestante","Outra",5
2006,"Divorciado(a)",66,"Branca","Não se aplica","Fortemente democrata","Protestante","Batista, não sabe qual",5
2006,"Viúvo(a)",74,"Branca","Não se aplica","Fortemente republicano","Católica","Não se aplica",NA
2006,"Casado(a)",47,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Episcopal",2
2006,"Casado(a)",51,"Branca","Se negou a responder","Fortemente republicano","Protestante","Sem denominação",1
2006,"Viúvo(a)",77,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",49,"Branca","Se negou a responder","Não fortemente repubicano","Nenhuma","Não se aplica",1
2006,"Nunca casou",26,"Branca","Se negou a responder","Fortemente democrata","Católica","Não se aplica",2
2006,"Casado(a)",30,"Branca","Se negou a responder","Independente","Protestante","Sem denominação",1
2006,"Casado(a)",47,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",NA
2006,"Casado(a)",34,"Branca","Se negou a responder","Fortemente republicano","Protestante","Presbiteriana, não sabe qual",NA
2006,"Casado(a)",39,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Outras batistas",8
2006,"Casado(a)",46,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Separado(a)",37,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",44,"Branca","Se negou a responder","Não fortemente repubicano","Católica","Não se aplica",NA
2006,"Divorciado(a)",50,"Branca","Se negou a responder","Independente, inclinação republicana","Protestante","Sínodo evangélico luterano de Wisconsin",NA
2006,"Casado(a)",77,"Negra","Não se aplica","Não fortemente democrata","Protestante","Batista, não sabe qual",7
2006,"Casado(a)",64,"Negra","Não se aplica","Fortemente democrata","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",47,"Branca","Se negou a responder","Fortemente republicano","Católica","Não se aplica",NA
2006,"Casado(a)",63,"Negra","Se negou a responder","Independente","Protestante","Outra",NA
2006,"Casado(a)",59,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",NA
2006,"Casado(a)",25,"Branca","US$ 15000 - 19999","Independente","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",59,"Branca","Não sabe","Fortemente republicano","Judaísmo","Não se aplica",NA
2006,"Nunca casou",21,"Branca","US$ 1000 - 2999","Não fortemente repubicano","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",42,"Branca","US$ 15000 - 19999","Independente, inclinação democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",26,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Igreja metodista unida",1
2006,"Divorciado(a)",64,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Batistas do sul",NA
2006,"Casado(a)",50,"Outra","US$ 25000 ou mais","Independente","Protestante","Batistas do sul",NA
2006,"Nunca casou",69,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",3
2006,"Casado(a)",49,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",28,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Batistas do sul",2
2006,"Casado(a)",58,"Branca","Se negou a responder","Independente","Protestante","Outra",NA
2006,"Viúvo(a)",76,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Divorciado(a)",29,"Branca","US$ 20000 - 24999","Independente","Protestante","Batistas do sul",2
2006,"Casado(a)",39,"Branca","Não sabe","Fortemente republicano","Protestante","Batistas do sul",3
2006,"Nunca casou",33,"Branca","US$ 10000 - 14999","Não fortemente democrata","Nenhuma","Não se aplica",7
2006,"Casado(a)",44,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",2
2006,"Casado(a)",36,"Outra","US$ 20000 - 24999","Não fortemente democrata","Budismo","Não se aplica",0
2006,"Casado(a)",67,"Branca","Se negou a responder","Fortemente republicano","Protestante","Igreja metodista unida",1
2006,"Viúvo(a)",58,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2006,"Casado(a)",37,"Branca","Se negou a responder","Independente","Protestante","Outra",NA
2006,"Casado(a)",38,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",2
2006,"Casado(a)",70,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batistas do sul",NA
2006,"Divorciado(a)",72,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",NA
2006,"Casado(a)",71,"Branca","Não se aplica","Independente","Protestante","Outras batistas",NA
2006,"Nunca casou",40,"Negra","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",NA
2006,"Nunca casou",52,"Branca","Se negou a responder","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Casado(a)",40,"Branca","US$ 15000 - 19999","Fortemente republicano","Protestante","Batistas do sul",NA
2006,"Viúvo(a)",68,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",3
2006,"Casado(a)",53,"Branca","Não se aplica","Independente","Protestante","Batistas do sul",NA
2006,"Divorciado(a)",46,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batista, não sabe qual",NA
2006,"Divorciado(a)",67,"Branca","Não sabe","Não fortemente democrata","Protestante","Batistas do sul",NA
2006,"Casado(a)",27,"Branca","Não se aplica","Fortemente republicano","Católica","Não se aplica",NA
2006,"Casado(a)",27,"Negra","Não se aplica","Fortemente republicano","Protestante","Sem denominação",1
2006,"Casado(a)",36,"Outra","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",2
2006,"Casado(a)",55,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sínodo luterano",NA
2006,"Nunca casou",22,"Negra","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",55,"Branca","Não se aplica","Sem resposta","Protestante","Batistas do sul",2
2006,"Casado(a)",20,"Branca","Se negou a responder","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",43,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",NA
2006,"Casado(a)",46,"Branca","Se negou a responder","Fortemente republicano","Protestante","Outras batistas",2
2006,"Nunca casou",55,"Negra","US$ 25000 ou mais","Fortemente democrata","Budismo","Não se aplica",NA
2006,"Divorciado(a)",50,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",45,"Branca","Não sabe","Independente, inclinação democrata","Protestante","Sínodo luterano",NA
2006,"Casado(a)",42,"Branca","US$ 25000 ou mais","Independente","Protestante","Episcopal",NA
2006,"Casado(a)",55,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Casado(a)",32,"Branca","Se negou a responder","Outro partido","Protestante","Outras batistas",1
2006,"Casado(a)",61,"Branca","Não se aplica","Fortemente republicano","Protestante","União presbiteriana de igrejas",NA
2006,"Divorciado(a)",40,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",2
2006,"Casado(a)",27,"Branca","Se negou a responder","Independente","Protestante","Sem denominação",NA
2006,"Casado(a)",30,"Negra","US$ 6000 - 6999","Não fortemente democrata","Protestante","Batistas do sul",NA
2006,"Divorciado(a)",51,"Negra","Não se aplica","Fortemente democrata","Protestante","Outra",NA
2006,"Casado(a)",44,"Branca","Se negou a responder","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",44,"Branca","Não se aplica","Não fortemente democrata","Protestante","Presbiteriana, não sabe qual",1
2006,"Nunca casou",45,"Branca","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",NA
2006,"Divorciado(a)",59,"Negra","Se negou a responder","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2006,"Separado(a)",31,"Negra","US$ 20000 - 24999","Independente","Protestante","Outra",5
2006,"Nunca casou",36,"Negra","US$ 10000 - 14999","Não fortemente repubicano","Protestante","Batistas do sul",NA
2006,"Separado(a)",32,"Negra","US$ 1000 - 2999","Independente","Nenhuma","Não se aplica",NA
2006,"Separado(a)",39,"Negra","Não se aplica","Fortemente democrata","Protestante","União presbiteriana de igrejas",5
2006,"Nunca casou",52,"Negra","Não se aplica","Não fortemente repubicano","Protestante","Outra",NA
2006,"Nunca casou",25,"Negra","Não se aplica","Independente, inclinação democrata","Protestante","Igrejas batistas dos EUA",NA
2006,"Nunca casou",26,"Negra","US$ 3000 - 3999","Independente","Nenhuma","Não se aplica",5
2006,"Nunca casou",28,"Negra","US$ 20000 - 24999","Não fortemente democrata","Protestante","Batistas do sul",4
2006,"Casado(a)",71,"Negra","Não se aplica","Não fortemente democrata","Protestante","Outra",3
2006,"Nunca casou",29,"Branca","US$ 25000 ou mais","Fortemente republicano","Cristã","Sem denominação",2
2006,"Viúvo(a)",84,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",5
2006,"Casado(a)",74,"Branca","Não se aplica","Fortemente republicano","Protestante","Episcopal",NA
2006,"Divorciado(a)",28,"Branca","US$ 10000 - 14999","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",63,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",1
2006,"Viúvo(a)",50,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Sem denominação",2
2006,"Casado(a)",59,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Nunca casou",32,"Branca","US$ 8000 - 9999","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",48,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outra",2
2006,"Casado(a)",29,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",41,"Branca","US$ 3000 - 3999","Fortemente republicano","Protestante","Outra",3
2006,"Divorciado(a)",75,"Branca","Não se aplica","Fortemente democrata","Protestante","Sem denominação",3
2006,"Divorciado(a)",49,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2006,"Viúvo(a)",76,"Branca","Não se aplica","Independente","Protestante","Metodista, não sabe qual",NA
2006,"Divorciado(a)",34,"Branca","US$ 10000 - 14999","Independente","Cristã","Sem denominação",NA
2006,"Casado(a)",45,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Nenhuma","Não se aplica",3
2006,"Nunca casou",37,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Nunca casou",28,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",2
2006,"Nunca casou",52,"Branca","US$ 25000 ou mais","Fortemente democrata","Cristã","Sem denominação",3
2006,"Casado(a)",32,"Branca","US$ 25000 ou mais","Independente","Cristã","Sem denominação",NA
2006,"Casado(a)",28,"Branca","US$ 1000 - 2999","Independente, inclinação democrata","Protestante","Episcopal",NA
2006,"Divorciado(a)",37,"Branca","US$ 20000 - 24999","Fortemente republicano","Cristã","Sem denominação",NA
2006,"Nunca casou",25,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",2
2006,"Casado(a)",38,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Sem denominação",NA
2006,"Casado(a)",55,"Branca","US$ 25000 ou mais","Outro partido","Protestante","Batista, não sabe qual",2
2006,"Casado(a)",33,"Branca","Não se aplica","Fortemente democrata","Cristã","Sem denominação",NA
2006,"Casado(a)",51,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batista, não sabe qual",3
2006,"Casado(a)",60,"Branca","US$ 15000 - 19999","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",57,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",3
2006,"Casado(a)",48,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Nenhuma","Não se aplica",1
2006,"Divorciado(a)",47,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",3
2006,"Nunca casou",29,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",51,"Branca","US$ 10000 - 14999","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",28,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",64,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",2
2006,"Casado(a)",46,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2006,"Viúvo(a)",64,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Casado(a)",44,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Igreja metodista unida",3
2006,"Nunca casou",23,"Branca","Não se aplica","Independente","Budismo","Não se aplica",NA
2006,"Casado(a)",42,"Branca","US$ 6000 - 6999","Independente, inclinação republicana","Protestante","Outra",1
2006,"Divorciado(a)",56,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Casado(a)",58,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Outra",3
2006,"Nunca casou",32,"Branca","Se negou a responder","Independente","Cristã","Sem denominação",4
2006,"Viúvo(a)",82,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",NA
2006,"Nunca casou",78,"Branca","Não se aplica","Não fortemente repubicano","Judaísmo","Não se aplica",NA
2006,"Casado(a)",34,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",56,"Branca","US$ 3000 - 3999","Não fortemente democrata","Protestante","Sem denominação",NA
2006,"Divorciado(a)",50,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",NA
2006,"Nunca casou",20,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",51,"Branca","US$ 10000 - 14999","Não fortemente repubicano","Protestante","Outra",NA
2006,"Nunca casou",38,"Branca","US$ 6000 - 6999","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",46,"Branca","Não se aplica","Independente, inclinação democrata","Cristã","Sem denominação",4
2006,"Viúvo(a)",75,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",NA
2006,"Nunca casou",31,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",38,"Branca","US$ 10000 - 14999","Independente","Protestante","Outra",NA
2006,"Divorciado(a)",74,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja metodista unida",3
2006,"Casado(a)",85,"Branca","Não se aplica","Fortemente democrata","Protestante","Igreja luterana dos EUA",3
2006,"Casado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",24,"Branca","Não se aplica","Outro partido","Nenhuma","Não se aplica",15
2006,"Nunca casou",24,"Branca","Não se aplica","Independente","Cristã","Sem denominação",0
2006,"Casado(a)",54,"Branca","Não se aplica","Independente","Cristã ortodoxa","Não se aplica",NA
2006,"Viúvo(a)",58,"Branca","Não se aplica","Fortemente republicano","Católica","Não se aplica",NA
2006,"Casado(a)",49,"Branca","US$ 10000 - 14999","Independente","Protestante","Batista, não sabe qual",3
2006,"Casado(a)",68,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",53,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",1
2006,"Nunca casou",61,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Nenhuma","Não se aplica",2
2006,"Casado(a)",41,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",NA
2006,"Divorciado(a)",39,"Branca","US$ 3000 - 3999","Independente, inclinação republicana","Católica","Não se aplica",3
2006,"Casado(a)",59,"Branca","US$ 25000 ou mais","Fortemente republicano","Nenhuma","Não se aplica",NA
2006,"Casado(a)",47,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Nunca casou",48,"Branca","US$ 7000 - 7999","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",58,"Branca","Não se aplica","Não fortemente democrata","Cristã","Sem denominação",NA
2006,"Divorciado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",NA
2006,"Casado(a)",37,"Branca","Não se aplica","Independente","Protestante","Outra",NA
2006,"Casado(a)",61,"Branca","Não se aplica","Sem resposta","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",47,"Branca","Se negou a responder","Independente","Cristã","Sem denominação",0
2006,"Nunca casou",33,"Outra","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",NA
2006,"Casado(a)",49,"Outra","US$ 20000 - 24999","Independente","Católica","Não se aplica",4
2006,"Nunca casou",27,"Outra","US$ 10000 - 14999","Não fortemente democrata","Católica","Não se aplica",2
2006,"Viúvo(a)",72,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",7
2006,"Casado(a)",44,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",70,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",5
2006,"Divorciado(a)",48,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Viúvo(a)",71,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",3
2006,"Nunca casou",23,"Negra","US$ 1000 - 2999","Independente, inclinação democrata","Protestante","Outra",10
2006,"Casado(a)",37,"Outra","US$ 6000 - 6999","Não fortemente democrata","Católica","Não se aplica",4
2006,"Viúvo(a)",77,"Branca","Não se aplica","Independente","Católica","Não se aplica",3
2006,"Nunca casou",60,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",21,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",10
2006,"Casado(a)",45,"Negra","Não se aplica","Fortemente republicano","Protestante","Outra",2
2006,"Divorciado(a)",19,"Branca","US$ 4000 - 4999","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",54,"Outra","US$ 10000 - 14999","Independente","Católica","Não se aplica",NA
2006,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Presbiteriana, não sabe qual",7
2006,"Casado(a)",37,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Evangélica luterana",3
2006,"Viúvo(a)",88,"Branca","Não se aplica","Fortemente republicano","Protestante","Sínodo evangélico luterano de Wisconsin",NA
2006,"Casado(a)",33,"Outra","Não sabe","Independente","Católica","Não se aplica",3
2006,"Casado(a)",39,"Outra","US$ 5000 - 5999","Independente, inclinação democrata","Protestante","Outra",2
2006,"Viúvo(a)",69,"Branca","Não se aplica","Outro partido","Protestante","Associação batista estadounidense",2
2006,"Nunca casou",34,"Outra","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",NA
2006,"Divorciado(a)",46,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sem denominação",NA
2006,"Divorciado(a)",54,"Outra","US$ 25000 ou mais","Outro partido","Católica","Não se aplica",NA
2006,"Nunca casou",23,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",1
2006,"Casado(a)",60,"Outra","US$ 25000 ou mais","Independente","Protestante","Outra",NA
2006,"Casado(a)",46,"Branca","Se negou a responder","Independente, inclinação republicana","Católica","Não se aplica",NA
2006,"Divorciado(a)",54,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",3
2006,"Casado(a)",47,"Branca","US$ 25000 ou mais","Independente","Protestante","Sem denominação",NA
2006,"Casado(a)",69,"Branca","Menos de US$ 1000","Não fortemente repubicano","Protestante","Episcopal",4
2006,"Separado(a)",35,"Outra","US$ 4000 - 4999","Não fortemente democrata","Nenhuma","Não se aplica",0
2006,"Casado(a)",35,"Outra","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",44,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outra",2
2006,"Casado(a)",37,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2006,"Casado(a)",25,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Outra",NA
2006,"Casado(a)",49,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Batista, não sabe qual",2
2006,"Casado(a)",36,"Branca","Não se aplica","Independente","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",51,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",42,"Outra","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2006,"Divorciado(a)",75,"Branca","Não se aplica","Fortemente democrata","Protestante","Sínodo luterano",NA
2006,"Nunca casou",43,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2006,"Viúvo(a)",85,"Branca","Não se aplica","Fortemente democrata","Outra","Não se aplica",NA
2006,"Viúvo(a)",79,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batistas do sul",NA
2006,"Divorciado(a)",48,"Branca","US$ 25000 ou mais","Outro partido","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",54,"Branca","US$ 25000 ou mais","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Viúvo(a)",76,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",4
2006,"Divorciado(a)",25,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Nenhuma","Não se aplica",6
2006,"Viúvo(a)",75,"Branca","Não se aplica","Independente","Protestante","Outra",NA
2006,"Casado(a)",34,"Outra","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",1
2006,"Casado(a)",38,"Branca","Não se aplica","Independente","Protestante","Outra",NA
2006,"Viúvo(a)",81,"Branca","Não se aplica","Não fortemente democrata","Protestante","Presbiteriana, não sabe qual",5
2006,"Casado(a)",33,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",60,"Branca","Não se aplica","Independente","Protestante","Sínodo luterano",NA
2006,"Casado(a)",42,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",54,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",3
2006,"Casado(a)",59,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",2
2006,"Casado(a)",68,"Branca","US$ 6000 - 6999","Não fortemente repubicano","Nenhuma","Não se aplica",NA
2006,"Casado(a)",31,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outras batistas",2
2006,"Casado(a)",41,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Associação batista estadounidense",2
2006,"Nunca casou",71,"Branca","Não se aplica","Independente","Protestante","Igreja Presbiteriana dos EUA",1
2006,"Nunca casou",60,"Branca","US$ 4000 - 4999","Independente, inclinação democrata","Protestante","Sem denominação",NA
2006,"Viúvo(a)",83,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",2
2006,"Divorciado(a)",36,"Branca","Não se aplica","Fortemente republicano","Protestante","Batista, não sabe qual",NA
2006,"Separado(a)",62,"Branca","US$ 20000 - 24999","Independente","Protestante","Outras batistas",NA
2006,"Casado(a)",36,"Outra","Se negou a responder","Independente","Católica","Não se aplica",2
2006,"Separado(a)",55,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",NA
2006,"Casado(a)",32,"Outra","US$ 20000 - 24999","Independente","Católica","Não se aplica",NA
2006,"Nunca casou",27,"Branca","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",23,"Outra","Não se aplica","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Divorciado(a)",51,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",2
2006,"Nunca casou",22,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",4
2006,"Nunca casou",23,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2006,"Viúvo(a)",67,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",8
2006,"Casado(a)",29,"Outra","US$ 25000 ou mais","Não fortemente democrata","Protestante","Sem denominação",NA
2006,"Viúvo(a)",76,"Branca","Não se aplica","Não fortemente democrata","Protestante","Luterana, não sabe qual",NA
2006,"Casado(a)",27,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",51,"Branca","US$ 25000 ou mais","Independente","Protestante","Sem denominação",NA
2006,"Nunca casou",21,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Luterana, não sabe qual",3
2006,"Viúvo(a)",89,"Branca","Não se aplica","Fortemente republicano","Protestante","União presbiteriana de igrejas",0
2006,"Casado(a)",25,"Branca","US$ 25000 ou mais","Não fortemente democrata","Judaísmo","Não se aplica",1
2006,"Divorciado(a)",61,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",NA
2006,"Casado(a)",77,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",30,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Nenhuma","Não se aplica",1
2006,"Divorciado(a)",58,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",1
2006,"Casado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Presbiteriana, não sabe qual",NA
2006,"Divorciado(a)",70,"Branca","Não se aplica","Fortemente democrata","Protestante","Outra",NA
2006,"Divorciado(a)",46,"Branca","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",2
2006,"Divorciado(a)",75,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Nunca casou",25,"Branca","US$ 20000 - 24999","Não fortemente democrata","Cristã","Sem denominação",NA
2006,"Nunca casou",27,"Branca","US$ 20000 - 24999","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",41,"Outra","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",1
2006,"Nunca casou",67,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",NA
