"ordem","pid","moradia_classe","moradia_zoneamento","lote_fachada","lote_area","rua_tipo","beco_tipo","lote_formato","terreno_contorno","utilidades","lote_config","terreno_declive","vizinhanca","condicao_1","condicao_2","moradia_tipo","moradia_estilo","geral_qualidade","geral_condicao","construcao_ano","remodelacao_ano","telhado_estilo","telhado_material","exterior_cobertura_1","exterior_cobertura_2","alvenaria_tipo","alvenaria_area","exterior_qualidade","exterior_condicao","fundacao_tipo","porao_qualidade","porao_condicao","porao_exposicao","porao_acabamento_1","porao_area_com_acabamento_1","porao_acabamento_2","porao_area_com_acabamento_2","porao_area_sem_acabamento","porao_area_total","porao_num_banheiros","porao_num_banheiros_lavabos","aquecimento_tipo","aquecimento_qualidade_condicao","ar_condicionado_central","sistema_eletrico_tipo","primeiro_andar_area","segundo_andar_area","acabamento_baixa_qualidade_area","acima_solo_area","acima_solo_num_banheiros","acima_solo_num_lavabos","acima_solo_num_quartos","acima_solo_num_cozinhas","cozinha_qualidade","acima_solo_num_comodos","funcional","total_num_lareiras","lareira_qualidade","garagem_tipo","garagem_ano_construcao","garagem_acabamento","garagem_capacidade_carros","garagem_area","garagem_qualidade","garagem_condicao","entrada_veiculo_pavimentada","deck_madeira_area","varanda_aberta_area","varanda_fechada_area","varanda_3ssn_area","varanda_com_tela_area","piscina_area","piscina_qualidade","cerca_qualidade","funcionalidades_diversas","funcionalidades_valor","venda_mes","venda_ano","venda_tipo","venda_condicao","venda_valor"
1857,"0533252130","020","Residencial baixa densidade",90,10768,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Veenker","normal","normal","família única","um andar","média","muito boa",1976,2004,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","nenhum",0,"boa","boa","bloco de concreto","boa","média","exposição boa","alojamento médio",1157,"não finalizado",0,280,1437,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1437,0,0,1437,2,0,3,1,"boa",6,"funcionalidade típica",1,"regular","anexada à casa",1976,"acabamento grosseiro",2,528,"média","média","Y",0,21,0,0,180,0,NA,NA,NA,0,7,2007,"WD ","venda normal",218000
1858,"0533253180","desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)","Residencial baixa densidade",40,3840,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Greens","normal","normal","unidade interna de moradia","um andar","muito boa","acima da média",1978,1998,"duas águas","telha padrão (composto)","tapume de madeira","madeirra compensada","nenhum",0,"boa","média","bloco de concreto","boa","média","exposição boa","alojamento bom",881,"baixa qualidade",176,0,1057,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1295,0,0,1295,1,0,1,1,"boa",4,"funcionalidade típica",2,"média","anexada à casa",1978,"terminada",2,571,"média","média","Y",133,89,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",213750
1859,"0533254100","dividida ou multinível","Residencial baixa densidade",80,9600,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em dois lados da propriedade","declive leve","Veenker","adjacente a rua alimentadora","normal","família única","nível dividido (split level)","acima da média","boa",1976,1994,"quadril","telha padrão (composto)","madeirra compensada","madeirra compensada","face de tijolo",360,"boa","boa","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,528,528,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1094,761,0,1855,2,1,3,1,"média",7,"funcionalidade típica",1,"média","anexada à casa",1976,"acabamento grosseiro",2,512,"média","média","Y",113,100,0,0,0,0,NA,NA,NA,0,8,2007,"WD ","venda normal",187000
1860,"0533254130","020","Residencial baixa densidade",80,9600,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em dois lados da propriedade","declive leve","Veenker","adjacente a rua alimentadora","normal","família única","um andar","acima da média","muito boa",1976,1976,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","boa","média","exposição boa","alojamento médio",978,"não finalizado",0,284,1262,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1262,0,0,1262,2,0,3,1,"média",6,"funcionalidade típica",1,"média","anexada à casa",1976,"acabamento grosseiro",2,460,"média","média","Y",298,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",181500
1861,"0533350020","020","Residencial baixa densidade",94,17778,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Veenker","normal","normal","família única","um andar","muito boa","média",1981,1981,"quadril","telha padrão (composto)","face de tijolo","face de tijolo","nenhum",0,"boa","média","bloco de concreto","boa","média","exposição boa","alojamento médio",1632,"sala de recreação média",829,0,2461,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",2497,0,0,2497,2,0,2,1,"boa",7,"funcionalidade típica",2,"boa","anexada à casa",1981,"acabamento grosseiro",2,676,"média","média","Y",266,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","venda normal",373000
1862,"0533352075","duplex - todas os estilos e idades","Residencial baixa densidade",NA,18890,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","adjacente a rua alimentadora","adjacente à ferrovia Leste-Oeste","duplex","um andar e meio (segundo nível terminado)","média","média",1977,1977,"galpão","telha padrão (composto)","madeirra compensada","madeirra compensada","nenhum",1,"m\u00e9dia","média","bloco de concreto","boa","média","No","alojamento bom",498,"sala de recreação média",211,652,1361,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1361,1259,0,2620,2,2,4,2,"média",12,"funcionalidade típica",1,"média","embutida",1977,"acabamento grosseiro",2,600,"média","média","N",155,24,145,0,0,0,NA,NA,"segunda garagem",8300,8,2007,"WD ","venda normal",190000
1863,"0534104090","060","Residencial vila flutuante",NA,7050,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Somerset","normal","normal","família única","dois andares","boa","média",2001,2001,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"boa","média","concreto derrramado","boa","média","No","alojamento bom",738,"não finalizado",0,319,1057,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1057,872,0,1929,2,1,3,1,"boa",7,"funcionalidade típica",1,"média","anexada à casa",2001,"terminada",2,650,"média","média","Y",0,235,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",226000
1864,"0534125120","020","Residencial baixa densidade",78,11700,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","adjacente à ferrovia Norte-Sul","normal","família única","um andar","acima da média","acima da média",1968,1968,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",41,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,912,912,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1152,0,0,1152,1,1,3,1,"média",7,"funcionalidade típica",0,NA,"anexada à casa",1968,"acabamento grosseiro",2,412,"média","média","Y",0,126,0,0,0,0,NA,NA,NA,0,9,2007,"escritura de garantia (dinheiro)","venda normal",143450
1865,"0534127080","060","Residencial baixa densidade",80,8000,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","próximo a recurso positivo","normal","família única","dois andares","acima da média","acima da média",1970,1970,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",525,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",915,"não finalizado",0,93,1008,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1403,1008,0,2411,2,1,4,1,"média",8,"funcionalidade típica",1,"ruim","anexada à casa",1970,"acabamento grosseiro",2,570,"média","média","Y",0,192,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",240050
1866,"0534127140","salão de entrada dividido (split foyer)","Residencial baixa densidade",NA,8723,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","próximo a recurso positivo - parque, cinturão verde etc","normal","família única","hall de entrada dividido (split foyer)","acima da média","acima da média",1969,1969,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","concreto derrramado","boa","média","exposição média","alojamento abaixo da média",973,"não finalizado",0,0,973,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1082,0,0,1082,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1969,"não terminada",2,480,"média","média","Y",160,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","venda normal",162500
1867,"0534127260","020","Residencial baixa densidade",130,11700,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Northwest Ames","normal","normal","família única","um andar","acima da média","média",1968,1968,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",196,"m\u00e9dia","média","concreto derrramado","boa","média","No","alojamento médio",910,"não finalizado",0,385,1295,1,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",1295,0,0,1295,1,1,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1968,"terminada",2,528,"média","média","Y",0,194,0,0,200,0,NA,NA,NA,0,4,2007,"WD ","venda normal",164000
1868,"0534128090","020","Residencial baixa densidade",108,11358,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Northwest Ames","normal","normal","família única","um andar","boa","boa",1972,1987,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",346,"não finalizado",0,778,1124,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1610,0,0,1610,2,0,3,1,"boa",8,"funcionalidade típica",1,"média","anexada à casa",1972,"acabamento grosseiro",2,515,"média","média","Y",202,0,0,0,256,0,NA,NA,NA,0,5,2007,"WD ","venda normal",185000
1869,"0534151090","020","Residencial baixa densidade",80,9547,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","normal","normal","família única","um andar","boa","acima da média",1993,1993,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",112,"m\u00e9dia","média","concreto derrramado","boa","média","No","não finalizado",0,"não finalizado",0,1594,1594,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1594,0,0,1594,2,0,2,1,"boa",6,"funcionalidade típica",1,"média","anexada à casa",1993,"acabamento grosseiro",2,472,"média","média","Y",190,80,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",188500
1870,"0534151180","060","Residencial baixa densidade",78,10530,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","normal","normal","família única","dois andares","boa","acima da média",1993,1993,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",194,"boa","média","concreto derrramado","boa","média","No","alojamento bom",819,"não finalizado",0,329,1148,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1091,984,0,2075,2,1,3,1,"boa",8,"funcionalidade típica",1,"boa","anexada à casa",1993,"não terminada",2,473,"média","média","Y",235,86,0,0,0,0,NA,NA,NA,0,8,2007,"WD ","venda normal",255000
1871,"0534175010","duplex - todas os estilos e idades","Residencial baixa densidade",NA,11500,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Northwest Ames","adjacente a rua alimentadora","adjacente à ferrovia Norte-Sul","duplex","um andar","média","acima da média",1976,1976,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",164,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,1680,1680,0,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",1680,0,0,1680,2,0,4,2,"média",8,"funcionalidade típica",0,NA,"garagem não anexada à casa",1976,"não terminada",2,528,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",136905
1872,"0534176140","020","Residencial baixa densidade",88,10738,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Northwest Ames","normal","normal","família única","um andar","acima da média","boa",1966,1966,"quadril","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",792,"não finalizado",0,301,1093,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1093,0,0,1093,2,0,3,1,"média",6,"funcionalidade típica",1,"regular","anexada à casa",1966,"acabamento grosseiro",2,484,"média","média","Y",224,0,0,0,0,0,NA,"mínima privacidade","galpão",400,11,2007,"WD ","venda normal",158500
1873,"0534177210","020","Residencial baixa densidade",80,9600,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","normal","normal","família única","um andar","boa","acima da média",1973,1973,"quadril","telha padrão (composto)","placa dura","placa dura","face de tijolo",320,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",916,"não finalizado",0,326,1242,0,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",1242,0,0,1242,1,1,3,1,"média",6,"funcionalidade típica",1,"média","anexada à casa",1973,"não terminada",2,528,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2007,"WD ","venda normal",175500
1874,"0534178010","020","Residencial baixa densidade",80,10800,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Northwest Ames","normal","normal","família única","um andar","acima da média","média",1963,1963,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",203,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",617,"sala de recreação média",264,171,1052,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1052,0,0,1052,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1963,"terminada",1,311,"média","média","Y",0,133,0,0,0,0,NA,NA,NA,0,2,2007,"escritura / propriedade do oficial de justiça","venda normal",127000
1875,"0534201040","020","Residencial baixa densidade",70,8050,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","acima da média",1967,1993,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",474,"alojamento abaixo da média",38,437,949,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1107,0,0,1107,1,0,3,1,"boa",5,"funcionalidade típica",0,NA,"anexada à casa",1967,"acabamento grosseiro",1,308,"média","média","Y",88,64,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","venda normal",127000
1876,"0534202030","020","Residencial baixa densidade",NA,10355,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","normal","normal","família única","um andar","média","média",1967,1967,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",196,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",695,"não finalizado",0,519,1214,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1214,0,0,1214,2,0,3,1,"média",5,"funcionalidade típica",1,"regular","anexada à casa",1967,"acabamento grosseiro",1,318,"média","média","Y",0,111,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",143000
1877,"0534204120","020","Residencial baixa densidade",79,10289,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","boa",1965,1965,"quadril","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",168,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",836,"não finalizado",0,237,1073,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1073,0,0,1073,1,1,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1965,"acabamento grosseiro",2,515,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",156000
1878,"0534252040","020","Residencial baixa densidade",NA,9503,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","média",1958,1983,"quadril","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",457,"sala de recreação média",374,193,1024,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1344,0,0,1344,1,0,2,1,"média",6,"deduções menores 1",1,"média","garagem não anexada à casa",1970,"não terminada",1,484,"média","média","Y",316,28,0,0,0,0,NA,"boa madeira",NA,0,6,2007,"WD ","venda normal",144000
1879,"0534252060","duplex - todas os estilos e idades","Residencial baixa densidade",NA,10624,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","duplex","um andar","média","abaixo da média",1964,1964,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",84,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento bom",40,"sala de recreação média",264,1424,1728,0,1,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1728,0,0,1728,2,0,6,2,"média",10,"funcionalidade típica",0,NA,"garagem não anexada à casa",2002,"não terminada",1,352,"média","média","Y",155,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD ","venda normal",119000
1880,"0534252070","duplex - todas os estilos e idades","Residencial baixa densidade",NA,10899,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","duplex","um andar","abaixo da média","média",1964,1964,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","média","N","disjuntores padrão e Romex",1224,0,0,1224,2,0,2,2,"média",8,"funcionalidade típica",0,NA,"abrigo com teto construído ao lado da casa",1964,"não terminada",3,530,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","venda normal",103000
1881,"0534252110","020","Residencial baixa densidade",NA,12342,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","média",1960,1978,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,978,978,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1422,0,0,1422,1,0,3,1,"média",6,"deduções menores 1",1,"média","anexada à casa",1960,"acabamento grosseiro",1,286,"média","média","Y",0,0,36,0,0,0,NA,"boa madeira","galpão",600,8,2007,"WD ","venda normal",139900
1882,"0534275170","020","Residencial baixa densidade",NA,12772,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","rua sem saída","declive leve","NAmes","normal","normal","família única","um andar","acima da média","muito boa",1960,1998,"quadril","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","boa","bloco de concreto","média","média","exposição mínima","alojamento abaixo da média",498,"não finalizado",0,460,958,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",958,0,0,958,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1960,"acabamento grosseiro",1,301,"média","média","Y",0,0,0,0,0,0,NA,NA,"segunda garagem",15500,4,2007,"WD ","venda normal",151500
1883,"0534275220","020","Residencial baixa densidade",80,8892,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","média",1960,1960,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","tijolo comum",66,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,1065,1065,0,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1065,0,0,1065,1,1,3,1,"média",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1974,"não terminada",2,461,"média","média","Y",74,0,0,0,0,0,NA,NA,NA,0,7,2007,"escritura / propriedade do oficial de justiça","venda normal",126500
1884,"0534276070","dividida ou multinível","Residencial baixa densidade",65,10482,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","nível dividido (split level)","acima da média","muito boa",1958,1958,"quadril","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",63,"m\u00e9dia","boa","bloco de concreto","média","média","exposição média","alojamento bom",507,"não finalizado",0,81,588,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1138,0,0,1138,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1958,"acabamento grosseiro",1,264,"média","média","Y",224,0,0,0,0,0,NA,"mínima madeira/arame",NA,0,6,2007,"WD ","venda normal",145000
1885,"0534276160","020","Residencial baixa densidade",70,7535,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","boa",1958,1985,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",111,"baixa qualidade",279,522,912,0,1,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",912,0,0,912,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1958,"terminada",1,297,"média","média","Y",12,285,0,0,0,0,NA,"mínima madeira/arame","galpão",480,6,2007,"WD ","venda normal",120000
1886,"0534276180","020","Residencial baixa densidade",74,7450,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","média",1956,1956,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",438,"baixa qualidade",206,250,894,0,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1074,0,0,1074,1,0,2,1,"boa",6,"deduções menores 1",1,"boa","garagem não anexada à casa",1966,"não terminada",2,396,"média","média","Y",0,72,0,0,0,0,NA,"boa madeira",NA,0,1,2007,"WD ","venda normal",124000
1887,"0534276290","020","Residencial baixa densidade",NA,8339,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","boa",1959,1959,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",882,0,0,882,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1959,"acabamento grosseiro",1,294,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade","galpão",1200,7,2007,"WD ","venda normal",106500
1888,"0534278150","020","Residencial baixa densidade",NA,14357,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","rua sem saída","declive leve","NAmes","normal","normal","família única","um andar","média","média",1961,1961,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",311,"baixa qualidade",167,386,864,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1187,0,0,1187,1,0,2,1,"média",6,"funcionalidade típica",1,"média","anexada à casa",1961,"acabamento grosseiro",2,440,"média","média","Y",128,0,0,0,0,0,NA,NA,NA,0,8,2007,"escritura de garantia (dinheiro)","venda normal",140500
1889,"0534278170","020","Residencial baixa densidade",76,8243,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","rua sem saída","declive leve","NAmes","normal","normal","família única","um andar","média","boa",1961,1961,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",56,"m\u00e9dia","boa","bloco de concreto","média","média","No","alojamento médio",700,"não finalizado",0,264,964,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",964,0,0,964,1,0,3,1,"média",5,"funcionalidade típica",1,"regular","garagem não anexada à casa",1985,"terminada",2,784,"média","média","Y",170,0,0,0,0,0,NA,"boa privacidade",NA,0,2,2007,"WD ","venda normal",137500
1890,"0534278190","020","Residencial baixa densidade",70,8680,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","boa",1960,1960,"quadril","telha padrão (composto)","placa de cimento","CmentBd","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,894,894,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",894,0,0,894,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1965,"não terminada",1,312,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","venda normal",117600
1891,"0534401120","020","Residencial baixa densidade",80,8800,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","boa","acima da média",1966,1966,"quadril","telha padrão (composto)","placa dura","madeirra compensada","face de tijolo",202,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",654,"não finalizado",0,520,1174,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1200,0,0,1200,2,0,3,1,"média",6,"funcionalidade típica",1,"média","anexada à casa",1966,"acabamento grosseiro",2,440,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,10,2007,"escritura de garantia (dinheiro)","venda normal",163500
1892,"0534401200","dividida ou multinível","Residencial baixa densidade",80,9200,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","nível dividido (split level)","acima da média","média",1965,1965,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",98,"m\u00e9dia","média","bloco de concreto","média","média","exposição boa","alojamento bom",494,"não finalizado",0,548,1042,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1042,0,0,1042,2,0,3,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1965,"acabamento grosseiro",2,440,"média","média","Y",192,0,0,0,0,0,NA,"boa privacidade",NA,0,5,2007,"WD ","venda normal",161000
